Id,Latitude,Longitude
A149,-22.929208,30.273502
,,
A6E1,-23.844771,29.243761
,,
523C,-23.689624,27.697327
,,
49AC,-23.922912,30.818039
,,
4B14,-24.185069,29.482161
,,
4A70,-24.743252,29.649224
,,
58EB,-23.859595,28.764278
,,
5216,-24.704458,28.408868
,,
4A75,-23.041204,29.908331
,,
49E6,-22.882315,30.056598
,,
4423,-22.903342,30.21418
,,
509A,-22.950421,30.190824
,,
5088,-23.186323,30.057769
,,
A74C,-26.456869,29.46161
,,
9DAE,-26.064457,30.272547
,,
49CD,-25.650194,30.574897
,,
DD9D,-25.023435,31.113705
,,
51D7,-25.918899,29.227392
,,
58EF,-25.868576,29.227066
,,
43CE,-25.686705,31.618596
,,
A6E7,-26.71439,30.186561
,,
4AF8,-26.512261,29.198351
,,
A11C,-26.487893,29.217391
,,
DB61,-26.459209,29.119405
,,
49DA,-26.530577,29.990488
,,
49C1,-26.497979,29.984792
,,
4A07,-26.965975,30.787097
,,
8910,-26.583555,29.18144
,,
50BA,-25.773706,29.472689
,,
447E,-26.812353,30.441172
,,
A113,-26.623165,30.635454
,,
505C,-25.857227,30.945527
,,
9D46,-25.872775,29.235011
,,
50B2,-25.867457,29.248149
,,
5024,-24.766412,31.042279
,,
450E,-26.268649,29.261126
,,
51E6,-26.499717,30.023635
,,
51F5,-26.471368,29.111751
,,
A67C,-26.522195,29.984308
,,
502D,-26.146924,28.688542
,,
5325,-26.046198,29.123063
,,
4A18,-25.994783,29.038749
,,
A70D,-25.753423,31.554392
,,
8D9F,-27.026982,30.782075
,,
5029,-26.070068,30.117943
,,
A935,-25.784635,29.467927
,,
A1F8,-24.766179,31.903348
,,
A797,-25.144372,31.242213
,,
A1C5,-25.470891,31.423487
,,
A7FA,-25.023521,31.925042
,,
44CB,-25.446768,28.707267
,,
9778,-25.470822,31.265519
,,
5038,-25.693466,30.042549
,,
DDA1,-26.249733,30.825313
,,
A190,-26.033092,30.787132
,,
C0BB,-25.39822,31.16646
,,
A6C5,-26.160832,28.542034
,,
A186,-26.568169,29.074315
,,
9F68,-25.428504,31.159268
,,
9F95,-25.287909,31.168953
,,
A718,-25.0955,30.415506
,,
59D1,-26.6509,30.6764
,,
A728,-26.4094,29.0668
,,
7D73,-25.37523,28.80731
,,
49F4,-26.66232,28.58802
,,
A745,-25.9326,29.2478
,,
A1FD,-25.777428,29.427807
,,
A10D,-27.369847,29.883444
,,
E039,-26.736183,29.617088
,,
A6DE,-25.775476,31.022596
,,
A7A3,-26.090979,28.694656
,,
A6B4,-25.095462,30.453097
,,
4AE2,-25.753274,29.424277
,,
A6B6,-25.446713,30.954008
,,
44A9,-25.46707,30.93843
,,
A756,-26.799926,28.502742
,,
DD91,-26.15878,29.70977
,,
A688,-25.823819,29.215443
,,
44A8,-25.88613,29.22447
,,
58FE,-25.90674,29.26412
,,
A76B,-25.292344,28.937638
,,
4345,-25.32748,31.01835
,,
5242,-27.003824,30.803648
,,
503D,-26.143345,30.838843
,,
5054,-25.789344,31.053212
,,
502C,-26.960872,29.213647
,,
5035,-25.881812,28.981005
,,
99BB,-27.367537,29.910907
,,
44A5,-26.507035,29.860508
,,
845C,-26.135103,29.729694
,,
49D4,-27.016302,29.864483
,,
8EF7,-24.851519,31.108653
,,
A13A,-24.595577,31.062943
,,
A769,-26.457328,29.624208
,,
DD2B,-26.232687,30.49355
,,
E02C,-26.971826,29.255712
,,
A116,-26.932748,29.23371
,,
9F94,-27.341606,30.162182
,,
49C3,-25.516073,31.326577
,,
A6B3,-26.532881,29.086529
,,
5223,-25.698895,31.570046
,,
505B,-25.815738,29.390037
,,
9B97,-25.690541,31.801702
,,
A7CD,-24.933004,31.125013
,,
9CF9,-25.136331,31.12864
,,
9E15,-24.98678,31.237371
,,
5970,-25.466057,28.641595
,,
5952,-25.502204,31.343336
,,
5928,-25.113112,29.048401
,,
520F,-25.900888,29.237085
,,
4B24,-25.589501,28.944892
,,
49FB,-26.884391,28.988919
,,
51F2,-25.766898,29.456646
,,
4AF2,-26.502732,29.182714
,,
51D2,-26.093426,29.464268
,,
4B45,-27.084505,30.509135
,,
4A10,-25.707215,30.234739
,,
4AEC,-24.926563,30.841672
,,
A6A3,-26.115941,30.774143
,,
4AFF,-25.857459,29.105836
,,
49C6,-25.519287,30.778526
,,
4A61,-25.585115,31.072813
,,
DD94,-25.357959,31.782163
,,
590F,-25.490469,31.004702
,,
4378,-25.474539,30.983197
,,
9C46,-25.386054,30.985084
,,
4B02,-25.574486,31.53274
,,
448E,-25.332407,31.002328
,,
58FD,-25.455585,31.979987
,,
781D,-25.098137,30.542392
,,
4B0A,-25.134282,30.877679
,,
DD9C,-25.063816,31.067486
,,
590D,-24.99673,30.760642
,,
74B3,-24.539758,30.870846
,,
4A06,-25.330746,31.104135
,,
4B35,-26.432743,29.483247
,,
9BE8,-25.874046,29.209722
,,
9DAA,-26.544942,29.078597
,,
4AF5,-26.512497,29.163007
,,
A6DD,-25.857234,29.240581
,,
497E,-28.744742,24.749015
,,
A10E,-28.717705,24.771323
,,
44B8,-28.444341,21.233573
,,
49E1,-30.656247,23.993192
,,
A722,-28.823038,21.999085
,,
A71F,-28.852677,23.228898
,,
58ED,-27.461017,23.426752
,,
449D,-27.916808,24.819547
,,
9BB9,-31.069928,24.437697
,,
8C66,-29.644999,22.748979
,,
455B,-29.658519,17.882868
,,
9C34,-31.414346,23.94429
,,
43F6,-30.393166,17.914553
,,
593A,-28.531472,24.507289
,,
4B31,-30.969755,22.128611
,,
504F,-31.449917,19.781673
,,
4A02,-28.777804,20.610326
,,
9FEE,-28.322336,23.065413
,,
49A2,-30.587037,23.500869
,,
4B32,-28.455283,21.250691
,,
4B2B,-31.403729,23.121824
,,
4B1C,-29.126121,19.397569
,,
5060,-32.391721,20.674636
,,
8302,-28.165487,22.372142
,,
4FFB,-28.41988,24.316725
,,
5008,-28.767445,24.754301
,,
9E1F,-31.069515,25.133385
,,
979F,-28.116048,24.847398
,,
9FA3,-27.913295,24.841845
,,
4AFE,-28.32047,23.069547
,,
A66D,-28.710175,24.724144
,,
8CA3,-27.370939,23.738826
,,
49A3,-30.7052,25.1007
,,
505F,-27.94372,22.737741
,,
DB59,-29.056102,23.775034
,,
9FAC,-29.622462,24.089549
,,
A694,-29.022848,24.636275
,,
A93C,-27.457624,23.459899
,,
DDA8,-27.698807,23.045566
,,
A685,-29.259145,17.735234
,,
A68F,-28.778355,24.774601
,,
A6ED,-28.758842,20.740994
,,
DB6E,-31.182297,24.956305
,,
5805,-30.639423,24.019703
,,
4BB6,-28.746052,24.771815
,,
49A8,-29.667878,17.883464
,,
DDAF,-25.679345,27.253824
,,
499F,-25.640288,27.214564
,,
A14F,-25.580072,27.14809
,,
5050,-25.352372,27.093258
,,
44DF,-25.634253,26.866256
,,
4A7C,-25.635325,27.778849
,,
A144,-26.325193,26.294715
,,
5221,-25.545618,28.037275
,,
A6C9,-25.594362,27.784007
,,
8D97,-26.905857,26.590238
,,
9DC2,-25.634372,27.287347
,,
9FF3,-25.759895,27.929473
,,
A69A,-25.542095,27.725812
,,
A727,-25.580341,26.379179
,,
9F51,-26.564752,25.825319
,,
9F91,-26.696873,25.440428
,,
A664,-25.5492,27.6077
,,
5044,-25.544885,26.077769
,,
A6EC,-26.870442,26.650676
,,
83E6,-26.84883,26.68953
,,
9CFA,-25.764796,27.263582
,,
A6B8,-25.604167,27.8825
,,
A70C,-26.8722,26.5668
,,
4AE5,-25.742281,27.900707
,,
5948,-25.672444,27.522223
,,
4465,-25.742903,27.555913
,,
9F8F,-26.318427,26.826039
,,
5931,-25.559898,27.236057
,,
A117,-25.616069,27.260472
,,
A6B9,-26.728206,27.05045
,,
4AD1,-26.728264,27.096515
,,
4468,-26.828619,26.652245
,,
DD22,-25.444611,27.831053
,,
5059,-25.840067,25.612374
,,
4557,-25.679089,27.203403
,,
43D4,-25.892133,25.617905
,,
A924,-26.945351,24.733845
,,
520C,-26.962446,24.728587
,,
5212,-26.951954,26.785585
,,
4A66,-26.956633,24.738392
,,
5086,-27.912969,25.17038
,,
5018,-26.180608,26.132672
,,
5224,-25.284008,25.914366
,,
49CB,-27.565494,24.748382
,,
50B1,-26.278278,25.111424
,,
51F3,-25.444554,25.819363
,,
43EE,-27.219898,25.960305
,,
E02B,-27.256354,25.021101
,,
9C32,-26.089593,25.8724
,,
5911,-27.519234,24.787671
,,
508B,-25.944656,25.475768
,,
88B4,-25.711864,27.883506
,,
5955,-25.943243,26.725651
,,
501C,-26.562654,24.860274
,,
5023,-27.183748,25.331503
,,
49C8,-26.817555,26.682944
,,
4A23,-27.002399,26.688815
,,
49E3,-26.843208,26.774012
,,
4BB7,-27.201494,26.062128
,,
447F,-25.652285,26.70357
,,
A7A9,-25.633642,27.123703
,,
5093,-26.312285,26.81307
,,
449C,-26.163392,26.173748
,,
C0AF,-26.955628,24.720588
,,
508C,-26.983272,24.710015
,,
49A5,-26.963311,24.754595
,,
A706,-27.187535,25.978719
,,
A69C,-27.232757,26.241114
,,
4990,-26.810894,26.005765
,,
4B09,-26.615961,27.053446
,,
A748,-26.294132,27.056596
,,
DB62,-25.867242,26.895674
,,
449A,-25.849414,25.598532
,,
592D,-25.862072,25.648743
,,
4B23,-25.828927,25.650194
,,
4B16,-26.076484,27.314019
,,
A1EB,-26.249493,25.591364
,,
4A4F,-26.864382,26.67107
,,
4A72,-25.690585,27.245164
,,
5ADB,-26.692493,27.090793
,,
A7DC,-25.187784,27.266392
,,
7462,-26.849928,26.797948
,,
837C,-26.894843,26.659824
,,
7D9E,-26.758043,26.420725
,,
723C,-26.990267,26.684545
,,
507E,-26.727654,27.018812
,,
447D,-26.723859,27.079742
,,
4A5B,-26.702432,27.118939
,,
44B0,-26.151931,26.160124
,,
A680,-33.907902,18.777709
,,
5232,-33.985113,18.852724
,,
51D9,-33.920599,18.479484
,,
44AF,-33.330305,19.318935
,,
4562,-34.180519,22.090858
,,
4B00,-33.590789,22.215114
,,
4989,-34.035004,23.05165
,,
4ACC,-34.102473,18.966672
,,
43DA,-33.700468,18.99706
,,
5978,-33.920277,18.398976
,,
597A,-34.042729,18.852218
,,
525E,-33.862157,18.906523
,,
5256,-33.675457,19.089915
,,
4B28,-33.411626,19.195028
,,
49FA,-34.047753,18.593627
,,
49C7,-33.943705,18.687551
,,
4A59,-34.051094,18.498494
,,
4B2F,-34.075949,18.469131
,,
4B2D,-33.977595,18.497233
,,
C0C5,-33.950435,18.592956
,,
58F5,-33.893657,18.998635
,,
4A77,-33.637488,18.994721
,,
A67E,-33.970343,18.535837
,,
4A50,-31.754577,18.689071
,,
455A,-33.818441,19.883482
,,
499C,-33.471583,18.710149
,,
455C,-33.363787,19.313312
,,
436D,-33.891597,19.101476
,,
455E,-33.911362,18.856236
,,
44E3,-32.919216,17.996708
,,
44E4,-33.018943,18.987934
,,
49EF,-33.724672,18.964658
,,
5091,-34.029905,23.071507
,,
51F4,-33.950884,18.380074
,,
504D,-34.032832,18.750662
,,
4A99,-34.035925,20.443936
,,
4ACD,-34.009297,18.523462
,,
58FC,-34.091331,21.247268
,,
50A9,-34.008673,20.972974
,,
4B27,-33.314334,18.262515
,,
5068,-33.725542,18.444872
,,
499E,-33.77413,18.959168
,,
4B07,-33.901183,18.587713
,,
9F97,-34.154921,18.994372
,,
73CC,-33.456349,18.707908
,,
4377,-33.817112,18.552571
,,
83E8,-33.649713,19.465814
,,
7277,-33.830118,18.763671
,,
503E,-34.533638,20.057072
,,
5067,-34.000684,18.589411
,,
7D57,-33.574135,18.489878
,,
5061,-33.438877,18.965971
,,
A17C,-33.823543,18.852343
,,
5073,-33.574787,22.197758
,,
759C,-33.738874,19.004241
,,
4FF7,-33.976103,22.476839
,,
4A9E,-33.929453,18.524775
,,
504C,-34.125013,18.844385
,,
A17A,-33.663675,18.988739
,,
49C4,-33.925931,18.763728
,,
A698,-33.879785,18.505434
,,
4B05,-34.026427,18.598315
,,
A682,-34.051438,18.634624
,,
A6C0,-33.892138,18.548425
,,
44AB,-34.1897889,19.7674806
,,
504B,-32.5800806,19.0174
,,
4AE3,-33.8276667,20.0542222
,,
9F64,-34.397503,19.160722
,,
9F9B,-34.301684,18.814021
,,
A6D1,-34.089671,18.908216
,,
9D41,-33.953889,18.886095
,,
4F6B,-33.564975,18.794479
,,
9E17,-33.273008,19.064439
,,
9C35,-33.254017,19.457992
,,
9CEC,-34.131924,18.404918
,,
5041,-33.927201,18.56353
,,
9FE3,-34.295742,21.913317
,,
9FE0,-33.646979,23.126134
,,
9C99,-33.924632,18.857047
,,
A6FE,-33.723214,23.051017
,,
9BBC,-33.491234,22.520098
,,
4376,-34.38705,21.4112389
,,
506A,-33.986328,19.282424
,,
9D43,-33.333192,20.026863
,,
9FB0,-34.608953,19.337612
,,
506F,-33.895115,20.747351
,,
506E,-33.862074,18.564895
,,
9DB6,-34.007483,19.671198
,,
9C4B,-34.042745,22.232217
,,
5062,-33.897553,18.629312
,,
A6CE,-33.723372,20.163494
,,
9779,-33.678044,19.377573
,,
A1C7,-33.907782,19.073124
,,
9BBD,-33.857232,18.516717
,,
9F8C,-33.832446,18.716717
,,
97A1,-33.966427,18.830409
,,
4322,-33.968539,18.629362
,,
44D4,-33.533496,21.688296
,,
4AE4,-34.473054,19.896932
,,
4F7D,-33.608677,19.394499
,,
A763,-33.200704,20.859842
,,
A6F5,-32.094399,18.876776
,,
9E19,-33.998225,22.615514
,,
9C3C,-34.021127,22.759781
,,
4A7D,-33.927941,18.633456
,,
44C3,-33.011433,17.939328
,,
A6D5,-33.06231,18.34707
,,
44B1,-32.369906,22.569119
,,
9DC5,-33.909564,18.661484
,,
A6D2,-33.3764,18.3795
,,
44BC,-33.82595,18.6055
,,
A693,-34.006356,18.347209
,,
A135,-34.02852,18.44779
,,
A660,-34.8009,20.0404
,,
A71A,-34.339413,19.031639
,,
7145,-34.0899,23.3558
,,
9E14,-34.12772,18.434319
,,
7D59,-33.864038,18.702824
,,
A6D0,-33.834104,18.649053
,,
A719,-33.984268,18.47372
,,
A6C8,-33.494196,21.268272
,,
98F7,-32.782601,18.168021
,,
A137,-33.0096,17.9078
,,
9C9A,-34.405664,19.27811
,,
A1EE,-34.097529,18.3596
,,
9C9E,-33.864511,18.72516
,,
A6CA,-33.865264,18.532607
,,
A712,-33.643816,19.003583
,,
9FE8,-34.355987,18.898853
,,
A70F,-34.411012,19.174001
,,
A6BE,-34.049913,19.609125
,,
A7F1,-33.95016,22.475075
,,
44B3,-33.830695,18.506988
,,
A1C1,-34.595281,19.75445
,,
A686,-33.499194,21.436127
,,
A725,-32.154568,18.605351
,,
A6A4,-32.592273,19.012529
,,
9FEB,-33.144206,18.673736
,,
A6C2,-34.230114,19.426543
,,
A666,-32.903266,18.755711
,,
9FDA,-34.360432,19.941428
,,
A1EF,-34.150144,19.919399
,,
A667,-34.227304,19.198981
,,
A6F6,-34.096739,20.962755
,,
A6F4,-33.787834,20.142392
,,
A68E,-33.286056,19.142521
,,
506C,-34.056931,18.677857
,,
A6C4,-34.369796,21.405626
,,
A68C,-32.186591,18.890318
,,
A6A2,-34.116357,18.82968
,,
A6CD,-34.010504,18.619894
,,
A6CF,-33.514751,18.478812
,,
4B29,-33.990994,18.689313
,,
A689,-34.158221,22.101655
,,
9F6B,-33.778028,20.134322
,,
A697,-33.223723,22.028265
,,
A6C1,-34.02009,18.661542
,,
A6D3,-34.138072,18.430473
,,
A6C7,-33.885821,18.652032
,,
5066,-34.126889,18.380826
,,
9FA2,-34.344564,18.835017
,,
A707,-33.80538,18.47575
,,
9B96,-33.723561,18.990023
,,
A6A1,-34.009981,18.715567
,,
49D8,-34.099168,18.853612
,,
A681,-33.952458,18.654424
,,
C0A0,-34.006144,18.565051
,,
75E7,-34.008929,22.507169
,,
7D75,-33.931579,18.598254
,,
7553,-32.697098,18.229878
,,
A661,-34.133031,22.105143
,,
A15B,-33.890687,18.721343
,,
9B91,-33.950955,18.557368
,,
5058,-34.416279,19.244667
,,
88C4,-34.188827,22.124385
,,
4A78,-33.564069,18.496927
,,
43D5,-34.142084,18.33714
,,
4398,-33.715052,18.558036
,,
44D9,-33.090549,18.033447
,,
5057,-32.908256,17.990742
,,
5047,-32.784371,18.074247
,,
5933,-33.560533,18.566609
,,
4A56,-33.638925,19.448701
,,
5049,-33.614149,19.522062
,,
44CF,-33.477063,19.681704
,,
4A7A,-33.393789,19.930628
,,
505D,-33.259215,20.237621
,,
A68D,-33.144954,21.097825
,,
44C1,-32.983977,21.686265
,,
5070,-32.775031,21.978808
,,
44DD,-32.347818,22.575311
,,
5063,-32.082338,22.951526
,,
4373,-33.959715,22.455546
,,
5006,-34.000048,22.382003
,,
500A,-34.076519,23.36205
,,
4559,-34.002153,23.408143
,,
4977,-34.054899,23.321842
,,
43D8,-34.071972,23.042277
,,
455D,-34.017921,22.468227
,,
7271,-34.208085,21.699368
,,
4467,-34.084462,20.726161
,,
43F9,-34.010652,20.466344
,,
441F,-34.065383,20.087706
,,
9FEA,-34.546612,20.028589
,,
4B36,-34.218592,19.423696
,,
5064,-33.53911,22.218469
,,
49D5,-33.187622,18.667595
,,
4A5E,-32.606329,18.932524
,,
4463,-31.665363,18.508793
,,
5072,-34.465249,19.448912
,,
504A,-33.908593,19.124655
,,
43FC,-33.942134,20.120504
,,
43CC,-33.969849,18.464714
,,
843C,-33.958121,18.403423
,,
83E4,-33.88465561018518,18.49414659385684
,,
A758,-34.029029998963615,18.58868898676303
,,
4B2E,-33.927656,18.422316
,,
44E7,-34.022746,18.366292
,,
43F5,-34.044971,18.465452
,,
5991,-34.003868,18.470961
,,
43D1,-33.931707,18.871232
,,
43FA,-34.160628,18.879139
,,
4994,-34.085859,18.82113
,,
44AD,-34.434458,19.223641
,,
4B43,-33.937545,18.861822
,,
499B,-33.375297,18.888157
,,
5932,-33.785685,18.972832
,,
44DC,-33.790435,18.460547
,,
4A64,-34.040125,18.368447
,,
9FF1,-33.801224,18.462063
,,
9BEC,-33.820267,18.481314
,,
A115,-33.941728,18.427435
,,
A1E9,-33.816227,18.694337
,,
9CEE,-33.919047,18.385368
,,
B213,-33.970711,18.469384
,,
A191,-33.937873,18.445445
,,
9C36,-33.943738,18.489479
,,
9C38,-34.053039,18.363076
,,
A6C3,-34.070289,18.580797
,,
A692,-33.916616,18.425839
,,
7791,-34.20268,18.452825
,,
83EC,-33.961101,18.473072
,,
7275,-33.93303,18.46686
,,
8435,-33.95653,18.377182
,,
A13B,-33.815211,18.670534
,,
49F1,-29.836568,30.995474
,,
5259,-29.771311,30.981386
,,
4A0D,-29.73271,31.027462
,,
44D0,-30.788211,30.180179
,,
525A,-30.539686,29.580014
,,
9AD8,-30.538613,29.437288
,,
448C,-30.555266,29.423422
,,
A177,-29.071553,30.578305
,,
A7B3,-29.559173,31.093333
,,
5258,-27.720226,29.952822
,,
A674,-28.299171,31.422821
,,
A7BA,-30.007395,29.919628
,,
44C9,-29.872543,30.272407
,,
DDB3,-29.637993,30.229945
,,
4A0F,-29.106803,29.973563
,,
9CE3,-29.438373,30.589268
,,
7552,-27.705626,32.164056
,,
49BB,-28.384323,30.370838
,,
44C7,-28.145277,31.876101
,,
A650,-28.707761,29.368338
,,
5935,-28.465951,31.349676
,,
4BB5,-29.748648,30.930161
,,
51E3,-28.125785,30.214301
,,
50A1,-29.802095,30.621609
,,
A64B,-30.20487,30.748512
,,
5249,-30.05375,30.827215
,,
A78B,-29.719113,30.840262
,,
49FC,-27.746808,30.09112
,,
8912,-30.533724,30.594276
,,
51F9,-29.204337,31.339596
,,
44E1,-29.805237,30.816092
,,
525D,-29.812708,30.885379
,,
A673,-29.607997,31.141437
,,
4344,-29.554787,30.300613
,,
4B47,-28.507401,31.18425
,,
4B48,-29.5133,30.93468
,,
4491,-28.859026,31.292932
,,
5071,-29.007528,31.231609
,,
5979,-29.864746,30.792854
,,
49D3,-29.392842,30.766398
,,
90BA,-29.733397,30.914339
,,
A7B1,-29.975974,30.853844
,,
4B25,-29.858457,30.827195
,,
4A08,-29.848664,30.902558
,,
8F56,-26.984903,32.753167
,,
43C9,-29.904539,30.923637
,,
4A0C,-29.698416,31.018055
,,
5233,-29.998719,30.857006
,,
4B1F,-30.165057,30.814137
,,
5903,-30.355227,30.598425
,,
DDA4,-29.410845,31.227642
,,
4997,-29.877399,30.908176
,,
DD8F,-29.582296,30.280951
,,
A782,-29.762445,31.045479
,,
4A0E,-29.954962,30.870311
,,
4B4F,-29.865114,30.949156
,,
5250,-29.755306,30.808608
,,
591B,-29.786355,30.86039
,,
595E,-29.982297,30.892281
,,
4B34,-29.811343,30.886536
,,
9DAF,-29.455759,30.277591
,,
44AA,-29.902483,31.034355
,,
44A7,-27.778192,30.799649
,,
5977,-29.823086,30.65576
,,
595F,-29.894782,30.840143
,,
52BF,-29.629274,30.318853
,,
5939,-27.79673,30.148762
,,
57F9,-28.595878,29.854723
,,
5331,-27.803132,29.945078
,,
A776,-27.74235,30.795726
,,
501B,-28.242215,30.23223
,,
4B1A,-27.446892,30.842097
,,
49CE,-28.592706,31.400027
,,
4B50,-29.682763,30.107279
,,
51FD,-29.496128,30.216545
,,
4B33,-29.555702,30.445311
,,
49EA,-29.904218,30.899011
,,
5229,-28.733327,32.035954
,,
A75C,-29.560173,30.388593
,,
9FED,-29.887574,30.871083
,,
4A9A,-29.557828,31.118978
,,
A659,-29.583395,30.331328
,,
4995,-27.621454,32.030232
,,
498D,-29.222358,30.019915
,,
5076,-29.339251,31.295898
,,
44CA,-30.037814,30.883769
,,
508E,-28.733736,32.086789
,,
A1FE,-29.827375,30.944401
,,
4970,-29.963314,30.892535
,,
44A0,-29.956203,30.986792
,,
49B8,-29.784428,31.035419
,,
499D,-29.761681,31.001894
,,
44D2,-29.370624,31.233783
,,
A14B,-29.746903,30.973793
,,
4B46,-27.777931,30.821782
,,
4A89,-29.581427,31.083051
,,
4A52,-29.650697,30.379453
,,
436A,-29.769855,30.948659
,,
498F,-29.851735,30.751849
,,
44C4,-29.874056,30.993959
,,
43D0,-29.606441,31.031645
,,
498E,-29.890955,30.938386
,,
4B52,-29.820041,30.591511
,,
51EC,-29.798748,30.934457
,,
9F9F,-30.307828,30.658221
,,
49CF,-29.543204,31.195209
,,
4490,-29.318908,31.271635
,,
4B3F,-28.573183,29.844704
,,
4B41,-29.651612,31.003595
,,
9F63,-27.325812,31.496389
,,
4A5D,-28.444186,29.740336
,,
A148,-28.9000917,29.4335111
,,
49DE,-27.974928,30.729686
,,
9CE6,-29.037456,30.582678
,,
A110,-29.688562,31.043867
,,
DBAE,-28.682667,29.095639
,,
9B95,-29.376413,30.507131
,,
595C,-29.734852,30.585764
,,
9FE7,-28.916362,29.610519
,,
4A1A,-28.812878,29.523267
,,
4438,-30.366985,30.699708
,,
A759,-28.888044,31.494785
,,
A114,-29.002944,29.859436
,,
9F30,-29.714576,30.49799
,,
44BE,-30.810148,30.330444
,,
5243,-29.7593222,30.75035
,,
5204,-29.04145,29.79379
,,
52C9,-28.183354,31.086725
,,
A767,-29.792991,30.761544
,,
A662,-29.727154,31.085558
,,
A715,-27.758,30.0283
,,
A777,-29.596793,30.408726
,,
C0C9,-28.23694,31.165556
,,
A6FB,-29.74196,30.684298
,,
A791,-29.70464,30.98411
,,
A761,-29.849,30.87455
,,
A111,-28.7589,32.0617
,,
9C48,-29.709781,31.006975
,,
A65D,-28.014219,30.059917
,,
8E2A,-28.5314,29.8101
,,
7D53,-30.86788,30.3643
,,
DBB3,-28.5959,29.9275
,,
A7C8,-29.79372,29.497955
,,
A651,-29.725556,30.961115
,,
49DB,-29.93655,30.849773
,,
A7F4,-28.020218,32.269183
,,
9F58,-28.433681,32.183502
,,
A7AC,-28.376422,32.412861
,,
A75F,-27.756027,29.932761
,,
A675,-30.289721,29.938896
,,
A7C0,-28.552188,30.424116
,,
A672,-27.906069,31.645298
,,
A65C,-27.681909,31.049776
,,
44B7,-30.477458,29.842732
,,
A940,-28.896983,31.467263
,,
A64D,-29.7157,31.079835
,,
A7B6,-30.576281,29.882079
,,
A7A0,-27.403739,30.822191
,,
A670,-29.737562,30.838988
,,
A64C,-29.025136,31.58624
,,
A7C7,-29.630767,31.043901
,,
A65F,-29.716087,31.034982
,,
A7C5,-29.77751,31.02155
,,
A66F,-29.81087,30.95248
,,
A787,-29.818643,30.860647
,,
9FF4,-30.22111,30.79277
,,
A7FF,-30.258482,30.711718
,,
A7C1,-29.39131,30.14839
,,
51FC,-28.272827,31.034886
,,
A11E,-28.292917,31.069953
,,
A77C,-28.199786,30.160665
,,
745D,-29.730223,31.071573
,,
A68A,-28.590375,29.788433
,,
A65B,-29.6789,31.01583
,,
4A28,-30.743422,30.399303
,,
A78D,-29.7062,30.9433
,,
4469,-29.65555,31.05503
,,
8434,-29.355217,29.994795
,,
DDB2,-29.445664,30.101264
,,
A77D,-29.784926,30.915709
,,
7D99,-29.725201,30.942456
,,
A93E,-29.69703,31.03156
,,
A755,-29.50826,31.19222
,,
A766,-29.991094,30.821902
,,
83E7,-30.034588,30.838122
,,
592F,-29.99539,30.88906
,,
715C,-29.79956,30.98823
,,
4992,-29.84417,31.00705
,,
4A05,-29.86836,30.85874
,,
A780,-29.920741,30.938572
,,
9F3B,-29.94876,30.88704
,,
4A67,-29.981232,30.871048
,,
A792,-28.453742,29.566916
,,
A929,-30.738254,30.42253
,,
509E,-29.97031,30.93916
,,
DD9A,-29.840808,30.795566
,,
DDA2,-29.529858,31.204304
,,
51E4,-29.7733,30.7626
,,
A1C2,-29.902606,30.976185
,,
A765,-29.931184,31.009626
,,
A7CC,-29.924931,30.914292
,,
8F53,-29.944248,30.941084
,,
592B,-29.981786,30.916134
,,
DDAC,-30.017865,30.913418
,,
4B51,-30.289027,30.746264
,,
44BD,-29.625559,30.428275
,,
A941,-29.702465,30.957335
,,
596A,-29.763981,30.725565
,,
4A0B,-28.736525,29.822846
,,
5237,-28.358569,30.037457
,,
5253,-27.377802,31.615475
,,
44E5,-27.778588,31.313557
,,
51E5,-27.454222,32.114806
,,
5902,-28.416843,32.185059
,,
5975,-28.600784,32.085866
,,
44E0,-28.743768,31.891613
,,
7550,-28.770419,31.905276
,,
9C9B,-28.880602,31.90323
,,
9C33,-29.085554,31.424719
,,
4B4B,-30.587032,30.559213
,,
525C,-30.737098,30.448723
,,
4B4A,-30.151389,30.059444
,,
8CF4,-30.728082,30.365926
,,
C091,-30.663737,30.010958
,,
93AB,-29.727527,31.066332
,,
951A,-30.033081,30.900351
,,
A179,-29.478428,31.245233
,,
4A2B,-29.857145,31.021148
,,
A78E,-29.5074895219926,31.216604661756264
,,
49B1,-29.604635,30.379696
,,
A665,-29.751706,31.070061
,,
A65E,-29.816124,31.013179
,,
4AF6,-29.532903,31.221231
,,
A663,-29.716509,31.053037
,,
A17F,-29.827524,30.980961
,,
9F9A,-29.853341,30.989625
,,
936E,-29.879162,30.824431
,,
A11A,-29.669242,30.940931
,,
C09B,-30.854728,30.377188
,,
C0CC,-30.807914,30.407027
